player_id,team_id,num_games,pts,avg_pts,fgm,fga,fg%,avg_fgm,avg_fga,3pm,3pa,3p%,avg_3pm,avg_3pa,2pm,2pa,2p%,avg_2pm,avg_2pa,ftm,fta,ft%,avg_ftm,avg_fta,oreb,dreb,reb,avg_oreb,avg_dreb,avg_reb,ast,avg_ast,stl,avg_stl,tov,avg_tov,blk,avg_blk,pf,avg_pf,pir,avg_pir
lostangels-sophie,lostangels,5,9,1.8,3,26,0.115384615384615,0.6,5.2,0,1,0.0,0.0,0.2,3,25,0.12,0.6,5.0,3,3,1.0,0.6,0.6,4,16,20,0.8,3.2,4.0,6,1.2,6,1.2,4,0.8,2,0.4,6,1.2,10,2.0
rockets-alex,rockets,4,14,3.5,6,22,0.272727272727273,1.5,5.5,1,4,0.25,0.25,1.0,5,18,0.277777777777778,1.25,4.5,1,4,0.25,0.25,1.0,3,9,12,0.75,2.25,3.0,3,0.75,5,1.25,2,0.5,0,0.0,12,3.0,1,0.25
rockets-anna,camdenhells,3,4,1.33333333333333,2,15,0.133333333333333,0.666666666666667,5.0,0,0,,0.0,0.0,2,15,0.133333333333333,0.666666666666667,5.0,0,0,,0.0,0.0,2,3,5,0.666666666666667,1.0,1.66666666666667,3,1.0,1,0.333333333333333,2,0.666666666666667,1,0.333333333333333,1,0.333333333333333,-2,-0.666666666666667
rockets-anna,rockets,4,16,4.0,8,25,0.32,2.0,6.25,0,0,,0.0,0.0,8,25,0.32,2.0,6.25,0,0,,0.0,0.0,3,4,7,0.75,1.0,1.75,2,0.5,3,0.75,9,2.25,1,0.25,2,0.5,1,0.25
rockets-daisy,rockets,2,0,0.0,0,2,0.0,0.0,1.0,0,0,,0.0,0.0,0,2,0.0,0.0,1.0,0,0,,0.0,0.0,0,3,3,0.0,1.5,1.5,0,0.0,3,1.5,1,0.5,0,0.0,0,0.0,3,1.5
rockets-darnell,rockets,3,40,13.3333333333333,16,36,0.444444444444444,5.33333333333333,12.0,0,3,0.0,0.0,1.0,16,33,0.484848484848485,5.33333333333333,11.0,8,13,0.615384615384615,2.66666666666667,4.33333333333333,7,8,15,2.33333333333333,2.66666666666667,5.0,4,1.33333333333333,7,2.33333333333333,10,3.33333333333333,0,0.0,4,1.33333333333333,27,9.0
rockets-janis,rockets,3,17,5.66666666666667,6,29,0.206896551724138,2.0,9.66666666666667,2,7,0.285714285714286,0.666666666666667,2.33333333333333,4,22,0.181818181818182,1.33333333333333,7.33333333333333,3,6,0.5,1.0,2.0,8,14,22,2.66666666666667,4.66666666666667,7.33333333333333,10,3.33333333333333,16,5.33333333333333,16,5.33333333333333,0,0.0,2,0.666666666666667,21,7.0
rockets-malachi,camdenhells,2,29,14.5,12,25,0.48,6.0,12.5,0,0,,0.0,0.0,12,25,0.48,6.0,12.5,5,9,0.555555555555556,2.5,4.5,10,30,40,5.0,15.0,20.0,2,1.0,3,1.5,4,2.0,5,2.5,3,1.5,55,27.5
rockets-malachi,rockets,3,23,7.66666666666667,10,18,0.555555555555556,3.33333333333333,6.0,0,0,,0.0,0.0,10,18,0.555555555555556,3.33333333333333,6.0,3,6,0.5,1.0,2.0,5,15,20,1.66666666666667,5.0,6.66666666666667,0,0.0,5,1.66666666666667,4,1.33333333333333,4,1.33333333333333,4,1.33333333333333,33,11.0
rockets-marc,rockets,4,39,9.75,17,36,0.472222222222222,4.25,9.0,0,5,0.0,0.0,1.25,17,31,0.548387096774194,4.25,7.75,5,10,0.5,1.25,2.5,10,16,26,2.5,4.0,6.5,10,2.5,11,2.75,11,2.75,0,0.0,11,2.75,40,10.0
rockets-patricia,rockets,4,3,0.75,1,12,0.0833333333333333,0.25,3.0,0,0,,0.0,0.0,1,12,0.0833333333333333,0.25,3.0,1,2,0.5,0.25,0.5,3,7,10,0.75,1.75,2.5,5,1.25,3,0.75,7,1.75,1,0.25,2,0.5,1,0.25
rockets-paul,dropbears,1,8,8.0,4,7,0.571428571428571,4.0,7.0,0,0,,0.0,0.0,4,7,0.571428571428571,4.0,7.0,0,2,0.0,0.0,2.0,2,3,5,2.0,3.0,5.0,0,0.0,4,4.0,3,3.0,1,1.0,1,1.0,9,9.0
rockets-paul,rockets,3,13,4.33333333333333,5,23,0.217391304347826,1.66666666666667,7.66666666666667,0,1,0.0,0.0,0.333333333333333,5,22,0.227272727272727,1.66666666666667,7.33333333333333,3,5,0.6,1.0,1.66666666666667,4,6,10,1.33333333333333,2.0,3.33333333333333,9,3.0,10,3.33333333333333,6,2.0,1,0.333333333333333,9,3.0,8,2.66666666666667
rockets-thriston,rockets,4,32,8.0,16,39,0.41025641025641,4.0,9.75,0,0,,0.0,0.0,16,39,0.41025641025641,4.0,9.75,0,0,,0.0,0.0,19,24,43,4.75,6.0,10.75,1,0.25,4,1.0,7,1.75,4,1.0,12,3.0,42,10.5
saturdays-claire,lostangels,2,24,12.0,10,25,0.4,5.0,12.5,0,1,0.0,0.0,0.5,10,24,0.416666666666667,5.0,12.0,4,5,0.8,2.0,2.5,0,2,2,0.0,1.0,1.0,0,0.0,1,0.5,3,1.5,0,0.0,0,0.0,8,4.0
timekeeper-naomi,burritos,1,2,2.0,1,2,0.5,1.0,2.0,0,0,,0.0,0.0,1,2,0.5,1.0,2.0,0,0,,0.0,0.0,0,3,3,0.0,3.0,3.0,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,4,4.0
timekeeper-naomi,dropbears,1,2,2.0,1,9,0.111111111111111,1.0,9.0,0,0,,0.0,0.0,1,9,0.111111111111111,1.0,9.0,0,0,,0.0,0.0,2,3,5,2.0,3.0,5.0,2,2.0,2,2.0,2,2.0,2,2.0,2,2.0,1,1.0
