game_id,side_id,player_id
20191003-2015-camdenhells-greenmachine,1,greenmachine-victoria
20191003-2015-camdenhells-greenmachine,1,greenmachine-david
20191003-2015-camdenhells-greenmachine,1,greenmachine-iestyn
20191003-2015-camdenhells-greenmachine,0,rockets-malachi
20191003-2015-camdenhells-greenmachine,0,camdenhells-sean
20191003-2015-camdenhells-greenmachine,1,greenmachine-itai
20191003-2015-camdenhells-greenmachine,1,greenmachine-ahmed
20191003-1930-lostangels-dropbears,0,lostangels-daria
20191003-1930-lostangels-dropbears,0,lostangels-jazeps
20191003-1930-lostangels-dropbears,0,lostangels-john
20191003-1930-lostangels-dropbears,0,lostangels-rolands
20191003-1930-lostangels-dropbears,0,lostangels-sophie
