game_id,team_id,side_id,opp_team_id,possession_id,first_event_id,first_event_type,first_player_id,first_on_court_player_id,cause_type,resolution_type,resolution_is_turnover,last_player_id,points_scored,opp_points_scored_next,second_chance_pts,is_after_turnover,dribbles,passes,passes_incl_inbounds,players_involved,players_involved_incl_inbounders,oreb,true_fga,true_threepta,fta,p1,p2,p3,p4,p5,opp_p1,opp_p2,opp_p3,opp_p4,opp_p5
20191031-1930-greenmachine-burritos,burritos,1,greenmachine,118,92fc70f7-34fd-4078-b273-8274c01fd24c,PlayerControl,burritos-stuart,burritos-stuart,TwoPointShotMissed,DefensiveRebound,0,burritos-wouter,0,0,0,0,4,5,5,4,4,1,2,2,0,burritos-stuart,burritos-wouter,burritos-tom,burritos-sylwia,burritos-suzi,saturdays-jo,greenmachine-ahmed,greenmachine-jayd,greenmachine-basel,greenmachine-alison
20191031-1930-greenmachine-burritos,greenmachine,0,burritos,119,1ccdbefb-94ab-49ee-bd5e-5d72a3858fec,ThrowIn,greenmachine-ahmed,greenmachine-alex,DefensiveRebound,EndOfGame,0,NULL,0,0,0,0,0,0,1,1,2,0,1,1,0,saturdays-jo,greenmachine-ahmed,greenmachine-jayd,greenmachine-basel,greenmachine-alison,burritos-stuart,burritos-wouter,burritos-tom,burritos-sylwia,burritos-suzi
20191031-2015-lostangels-northlondonlions,northlondonlions,1,lostangels,1,35834a2f-e102-4060-b9a5-c2259dd5951c,StartOfPeriod,northlondonlions-sulley,northlondonlions-sulley,NULL,TwoPointShotMade,0,northlondonlions-boma,2,3,0,0,0,1,1,2,2,0,1,0,0,northlondonlions-tom,northlondonlions-millie,northlondonlions-sulley,northlondonlions-tanky,northlondonlions-boma,lostangels-jazeps,lostangels-rolands,lostangels-carlos,lostangels-carlotta,lostangels-daria
20191031-2015-lostangels-northlondonlions,lostangels,0,northlondonlions,2,688b874f-f71c-4bdf-98f2-b38681f31db0,ThrowIn,lostangels-carlos,lostangels-daria,TwoPointShotMade,ThreePointShotMade,0,lostangels-jazeps,3,0,0,0,3,5,6,5,5,0,1,1,0,lostangels-jazeps,lostangels-rolands,lostangels-carlos,lostangels-carlotta,lostangels-daria,northlondonlions-tom,northlondonlions-millie,northlondonlions-sulley,northlondonlions-tanky,northlondonlions-boma
20191031-2015-lostangels-northlondonlions,northlondonlions,1,lostangels,3,fd0835f0-ab3f-4169-9678-b8ca50d3be56,ThrowIn,northlondonlions-boma,northlondonlions-tanky,ThreePointShotMade,ThreePointShotMissed,0,northlondonlions-tanky,0,0,0,0,3,3,4,3,3,0,1,1,0,northlondonlions-tom,northlondonlions-millie,northlondonlions-sulley,northlondonlions-tanky,northlondonlions-boma,lostangels-jazeps,lostangels-rolands,lostangels-carlos,lostangels-carlotta,lostangels-daria
20191031-2015-lostangels-northlondonlions,lostangels,0,northlondonlions,4,0c78fa2a-feb5-4bec-b08e-e8b1c9442a26,PlayerControl,lostangels-rolands,lostangels-rolands,ThreePointShotMissed,BadPass,1,lostangels-jazeps,0,0,0,0,1,3,3,2,2,0,0,0,0,lostangels-jazeps,lostangels-rolands,lostangels-carlos,lostangels-carlotta,lostangels-daria,northlondonlions-tom,northlondonlions-millie,northlondonlions-sulley,northlondonlions-tanky,northlondonlions-boma
20191031-2015-lostangels-northlondonlions,northlondonlions,1,lostangels,5,e6ac5e3e-0beb-495e-9e06-64629a180a7e,Steal,northlondonlions-boma,northlondonlions-boma,BadPass,TwoPointShotMissed,0,northlondonlions-boma,0,0,0,1,1,0,0,1,1,0,1,0,0,northlondonlions-tom,northlondonlions-millie,northlondonlions-sulley,northlondonlions-tanky,northlondonlions-boma,lostangels-jazeps,lostangels-rolands,lostangels-carlos,lostangels-carlotta,lostangels-daria
20191031-2015-lostangels-northlondonlions,lostangels,0,northlondonlions,6,e4b80453-aa3e-4648-b0dc-f71a5ad85a4e,PlayerControl,lostangels-carlos,lostangels-carlos,TwoPointShotMissed,TwoPointShotMissed,0,lostangels-carlos,0,2,0,0,2,2,2,2,2,0,1,0,0,lostangels-jazeps,lostangels-rolands,lostangels-carlos,lostangels-carlotta,lostangels-daria,northlondonlions-tom,northlondonlions-millie,northlondonlions-sulley,northlondonlions-tanky,northlondonlions-boma
20191031-2015-lostangels-northlondonlions,northlondonlions,1,lostangels,7,9d9e6fb2-8eea-4511-88c1-5018495975fc,PlayerControl,northlondonlions-sulley,northlondonlions-sulley,TwoPointShotMissed,TwoPointShotMade,0,northlondonlions-boma,2,2,0,0,1,1,1,2,2,0,1,0,0,northlondonlions-tom,northlondonlions-millie,northlondonlions-sulley,northlondonlions-tanky,northlondonlions-boma,lostangels-jazeps,lostangels-rolands,lostangels-carlos,lostangels-carlotta,lostangels-daria
20191031-2015-lostangels-northlondonlions,lostangels,0,northlondonlions,8,80f34352-eda6-44ca-a6ec-68a6b98c5d61,ThrowIn,lostangels-jazeps,lostangels-daria,TwoPointShotMade,TwoPointShotMade,0,lostangels-rolands,2,0,2,0,3,3,4,3,4,1,2,0,0,lostangels-jazeps,lostangels-rolands,lostangels-carlos,lostangels-carlotta,lostangels-daria,northlondonlions-tom,northlondonlions-millie,northlondonlions-sulley,northlondonlions-tanky,northlondonlions-boma
20191031-2015-lostangels-northlondonlions,northlondonlions,1,lostangels,9,3aacb803-3f67-4d70-8acc-f53e8e578467,ThrowIn,northlondonlions-tom,northlondonlions-boma,TwoPointShotMade,ThreePointShotMissed,0,northlondonlions-boma,0,0,0,0,2,2,3,2,3,0,1,1,0,northlondonlions-tom,northlondonlions-millie,northlondonlions-sulley,northlondonlions-tanky,northlondonlions-boma,lostangels-jazeps,lostangels-rolands,lostangels-carlos,lostangels-carlotta,lostangels-daria
20191031-2015-lostangels-northlondonlions,lostangels,0,northlondonlions,10,ec60738f-cbac-4404-9bc3-33545b89fa8f,PlayerControl,lostangels-rolands,lostangels-rolands,ThreePointShotMissed,TwoPointShotMissed,0,lostangels-jazeps,0,3,0,0,1,1,1,2,2,0,1,0,0,lostangels-jazeps,lostangels-rolands,lostangels-carlos,lostangels-carlotta,lostangels-daria,northlondonlions-tom,northlondonlions-millie,northlondonlions-sulley,northlondonlions-tanky,northlondonlions-boma
