game_id,side_id,player_id
20191114-1930-hotshots-lions,1,lostangels-aldis
20191114-2015-northlondonlions-camdenhells,0,northlondonlions-boma
20191114-2015-northlondonlions-camdenhells,0,northlondonlions-tanky
20191114-2015-northlondonlions-camdenhells,0,northlondonlions-mikey
20191114-2015-northlondonlions-camdenhells,0,northlondonlions-stephanie
20191114-2015-northlondonlions-camdenhells,0,northlondonlions-zoey
20191114-2015-northlondonlions-camdenhells,0,northlondonlions-banksy
20191114-2015-northlondonlions-camdenhells,1,camdenhells-davidgalindo
20191114-2015-northlondonlions-camdenhells,1,camdenhells-sean
20191114-2015-northlondonlions-camdenhells,1,lostangels-sophie
20191114-2015-northlondonlions-camdenhells,1,rockets-anna
20191114-2015-northlondonlions-camdenhells,1,rockets-malachi
20191114-2015-northlondonlions-camdenhells,1,greenmachine-ahmed
20191114-2015-northlondonlions-camdenhells,1,camdenhells-jess
20191114-2015-northlondonlions-camdenhells,1,lostangels-rob
20191114-2015-northlondonlions-camdenhells,1,lions-alfie
20191114-2100-rockets-burritos,0,rockets-alex
20191114-2100-rockets-burritos,0,rockets-anna
20191114-2100-rockets-burritos,0,rockets-darnell
20191114-2100-rockets-burritos,0,rockets-janis
20191114-2100-rockets-burritos,0,rockets-marc
20191114-2100-rockets-burritos,0,rockets-patricia
20191114-2100-rockets-burritos,0,rockets-paul
20191114-2100-rockets-burritos,1,burritos-armelle
20191114-2100-rockets-burritos,1,burritos-sylwia
20191114-2100-rockets-burritos,1,burritos-wouter
20191114-2100-rockets-burritos,1,dropbears-mary
20191114-2100-rockets-burritos,1,lostangels-rob
20191114-2100-rockets-burritos,1,saturdays-pete
20191121-1845-rockets-greenmachine,0,rockets-alex
20191121-1845-rockets-greenmachine,0,rockets-anna
20191121-1845-rockets-greenmachine,0,rockets-darnell
20191121-1845-rockets-greenmachine,0,rockets-janis
20191121-1845-rockets-greenmachine,0,rockets-marc
20191121-1845-rockets-greenmachine,0,rockets-patricia
20191121-1845-rockets-greenmachine,0,rockets-paul
20191121-1845-rockets-greenmachine,0,rockets-thriston
20191121-1845-rockets-greenmachine,1,greenmachine-alison
20191121-1845-rockets-greenmachine,1,greenmachine-kelli
20191121-1845-rockets-greenmachine,1,greenmachine-sergio
20191121-1845-rockets-greenmachine,1,greenmachine-victoria
20191121-1845-rockets-greenmachine,1,greenmachine-jayd
20191121-1845-rockets-greenmachine,1,greenmachine-ring-james
20191121-1845-rockets-greenmachine,1,greenmachine-marina
20191121-1845-rockets-greenmachine,1,greenmachine-ring-enrique
20191121-1930-northlondonlions-lions,0,northlondonlions-tanky
20191121-1930-northlondonlions-lions,0,northlondonlions-banksy
20191121-1930-northlondonlions-lions,0,northlondonlions-kylie
20191121-1930-northlondonlions-lions,0,northlondonlions-kat
20191121-1930-northlondonlions-lions,0,northlondonlions-boma
20191121-1930-northlondonlions-lions,0,northlondonlions-tom
20191121-1930-northlondonlions-lions,0,northlondonlions-zoey
20191121-1930-northlondonlions-lions,0,northlondonlions-kenny
20191121-1930-northlondonlions-lions,0,northlondonlions-mikey
20191121-1930-northlondonlions-lions,1,lions-foley
20191121-1930-northlondonlions-lions,1,lions-gus
20191121-1930-northlondonlions-lions,1,lions-kata
20191121-1930-northlondonlions-lions,1,lions-mychelle
20191121-1930-northlondonlions-lions,1,greenmachine-andris
20191121-1930-northlondonlions-lions,1,lions-ring-jamal
20191121-2015-hotshots-lostangels,0,hotshots-sharad
20191121-2015-hotshots-lostangels,0,imports-dan
20191121-2015-hotshots-lostangels,0,hotshots-bernard
20191121-2015-hotshots-lostangels,0,saturdays-claire
20191121-2015-hotshots-lostangels,0,lions-kata
20191121-2015-hotshots-lostangels,0,lions-mychelle
20191121-2015-hotshots-lostangels,0,lostangels-rob
20191121-2015-hotshots-lostangels,0,rockets-darnell
