game_id,side_id,team_id,opponent_id,fgm,fga,tpm,tpa,ftm,fta,pts,oreb,dreb,reb,ast,stl,tov,blk,pf,player_id
20190926-1930-camdenhells-bbcballers,1,bbcballers,camdenhells,0,3,0,1,0,0,0,3,8,11,0,1,3,0,2,bbcballers-suhail
20190926-1930-camdenhells-bbcballers,1,bbcballers,camdenhells,1,6,0,0,0,0,2,2,2,4,0,0,0,0,0,kissmygrass-steph
20190926-1930-camdenhells-bbcballers,1,bbcballers,camdenhells,2,14,0,2,1,2,5,3,5,8,0,2,2,1,1,lions-mychelle
20190926-2015-burritos-dropbears,0,burritos,dropbears,1,8,0,3,1,2,3,1,4,5,2,2,0,0,1,burritos-alex
20190926-2015-burritos-dropbears,0,burritos,dropbears,0,4,0,1,0,0,0,1,2,3,3,2,0,0,1,burritos-allen
20190926-2015-burritos-dropbears,0,burritos,dropbears,0,3,0,0,0,0,0,2,1,3,1,0,0,0,0,burritos-armelle
20190926-2015-burritos-dropbears,0,burritos,dropbears,4,12,2,7,1,2,11,0,2,2,0,0,0,0,0,burritos-stuart
20190926-2015-burritos-dropbears,0,burritos,dropbears,1,3,1,2,0,0,3,0,1,1,1,0,1,0,0,burritos-suzi
20190926-2015-burritos-dropbears,0,burritos,dropbears,4,8,0,0,1,2,9,2,0,2,0,1,0,0,1,burritos-sylwia
20190926-2015-burritos-dropbears,0,burritos,dropbears,1,4,0,3,0,0,2,0,5,5,4,3,2,0,1,burritos-tom
20190926-2015-burritos-dropbears,0,burritos,dropbears,8,14,0,0,4,7,20,5,11,16,0,0,3,0,2,burritos-wouter
20190926-2015-burritos-dropbears,1,dropbears,burritos,0,4,0,2,0,0,0,0,2,2,3,0,1,0,3,dropbears-ed
20190926-2015-burritos-dropbears,1,dropbears,burritos,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,dropbears-hayley
20190926-2015-burritos-dropbears,1,dropbears,burritos,3,8,0,0,2,2,8,1,6,7,1,1,2,1,3,dropbears-martin
20190926-2015-burritos-dropbears,1,dropbears,burritos,2,11,2,5,0,0,6,0,2,2,2,0,2,0,0,dropbears-mary
20190926-2015-burritos-dropbears,1,dropbears,burritos,3,7,0,0,0,0,6,2,9,11,2,0,4,0,0,dropbears-p2
20190926-2015-burritos-dropbears,1,dropbears,burritos,6,12,1,3,2,2,15,1,3,4,0,4,0,0,2,dropbears-ray
20190926-2015-burritos-dropbears,1,dropbears,burritos,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,lions-mychelle
20190926-2100-lostangels-lions,0,lostangels,lions,0,2,0,1,0,0,0,1,7,8,4,0,2,0,2,lostangels-aldis
20190926-2100-lostangels-lions,0,lostangels,lions,8,12,0,0,0,2,16,2,6,8,0,2,1,0,2,lostangels-carlos
20190926-2100-lostangels-lions,0,lostangels,lions,1,5,1,3,3,3,6,0,1,1,2,2,1,0,0,lostangels-daria
20190926-2100-lostangels-lions,0,lostangels,lions,2,8,0,0,0,2,4,4,6,10,3,2,3,0,1,lostangels-jazeps
20190926-2100-lostangels-lions,0,lostangels,lions,4,10,0,0,0,2,8,2,4,6,2,1,3,1,0,lostangels-rob
20190926-2100-lostangels-lions,0,lostangels,lions,4,6,0,0,0,1,8,5,3,8,4,2,0,3,0,lostangels-rolands
20190926-2100-lostangels-lions,0,lostangels,lions,7,18,0,1,4,5,18,0,1,1,0,1,2,0,0,saturdays-claire
20190926-2100-lostangels-lions,1,lions,lostangels,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,camdenhells-lauren
20190926-2100-lostangels-lions,1,lions,lostangels,1,5,0,0,0,2,2,1,1,2,1,3,4,0,1,lions-diego
20190926-2100-lostangels-lions,1,lions,lostangels,1,8,0,1,3,5,5,0,6,6,1,2,0,0,0,lions-foley
20190926-2100-lostangels-lions,1,lions,lostangels,2,7,0,0,0,0,4,3,9,12,0,0,1,1,3,lions-gus
20190926-2100-lostangels-lions,1,lions,lostangels,3,13,0,0,0,0,6,2,3,5,2,3,4,0,1,lions-kata
20190926-2100-lostangels-lions,1,lions,lostangels,3,10,2,3,0,0,8,2,1,3,2,0,1,0,0,lions-mychelle
20190926-2100-lostangels-lions,1,lions,lostangels,0,4,0,0,0,0,0,0,1,1,0,0,3,0,2,lions-telle
