game_id,side_id,team_id,opponent_id,fgm,fga,tpm,tpa,ftm,fta,pts,oreb,dreb,reb,ast,stl,tov,blk,pf,player_id
20190926-1845-rockets-greenmachine,1,greenmachine,rockets,0,2,0,0,0,0,0,0,1,1,0,0,5,0,0,greenmachine-marina
20190926-1845-rockets-greenmachine,1,greenmachine,rockets,1,2,0,1,0,3,2,1,0,1,1,4,8,0,0,greenmachine-sergio
20190926-1845-rockets-greenmachine,1,greenmachine,rockets,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,greenmachine-victoria
20190926-1930-camdenhells-bbcballers,0,camdenhells,bbcballers,2,4,0,0,0,0,4,1,1,2,0,0,1,0,1,camdenhells-aimee
20190926-1930-camdenhells-bbcballers,0,camdenhells,bbcballers,2,9,0,1,1,2,5,4,7,11,3,2,3,1,0,camdenhells-davidgalindo
20190926-1930-camdenhells-bbcballers,0,camdenhells,bbcballers,1,7,0,0,0,0,2,0,2,2,1,0,0,0,2,camdenhells-lauren
20190926-1930-camdenhells-bbcballers,0,camdenhells,bbcballers,6,15,1,4,1,2,14,1,1,2,3,2,5,0,1,camdenhells-levent
20190926-1930-camdenhells-bbcballers,0,camdenhells,bbcballers,1,5,0,0,0,0,2,2,1,3,1,1,0,1,1,rockets-anna
20190926-1930-camdenhells-bbcballers,0,camdenhells,bbcballers,10,19,0,0,0,3,20,8,22,30,2,3,3,5,3,rockets-malachi
20190926-1930-camdenhells-bbcballers,1,bbcballers,camdenhells,4,17,1,7,0,0,9,0,0,0,2,0,1,0,1,bbcballers-arthur
20190926-1930-camdenhells-bbcballers,1,bbcballers,camdenhells,1,5,1,2,1,2,4,2,4,6,0,0,2,0,1,bbcballers-james
20190926-1930-camdenhells-bbcballers,1,bbcballers,camdenhells,2,13,0,0,0,2,4,1,2,3,0,1,3,0,0,bbcballers-lisa
