game_id,team_id,side_id,possession_id,first_event_id,first_event_type,first_player_id,first_on_court_player_id,cause_type,resolution_type,resolution_is_turnover,last_player_id,points_scored,opp_points_scored_next,second_chance_points,is_after_turnover,passes,players_involved,oreb,true_fga,true_3pa,fta,p1,p2,p3,p4,p5,opp_p1,opp_p2,opp_p3,opp_p4,opp_p5
20191031-1845-hotshots-camdenhells,camdenhells,1,60,b534b6a7-c84c-40f3-9c31-a197caa81354,Steal,greenmachine-ahmed,greenmachine-ahmed,BadPass,OutOfBounds_Turnover,True,camdenhells-sean,0,1,0,True,1,2,0,0,0,0,greenmachine-ahmed,camdenhells-sean,camdenhells-jess,lostangels-sophie,rockets-malachi,hotshots-daniel,dropbears-mary,hotshots-marine,hotshots-sharad,hotshots-harrison
20191031-1845-hotshots-camdenhells,hotshots,0,61,604bc919-ff76-4e36-b9c6-d958cbc3ba09,ThrowIn,hotshots-marine,hotshots-harrison,OutOfBounds_Turnover,FreeThrowMissed,False,hotshots-harrison,1,2,0,True,5,3,0,1,0,2,hotshots-daniel,dropbears-mary,hotshots-marine,hotshots-sharad,hotshots-harrison,greenmachine-ahmed,camdenhells-sean,camdenhells-jess,lostangels-sophie,rockets-malachi
20191031-1845-hotshots-camdenhells,camdenhells,1,62,1133b91f-1a4e-4a77-84d9-72465914e332,PlayerControl,lostangels-rob,lostangels-rob,FreeThrowMissed,TwoPointShotMade,False,lostangels-rob,2,2,0,False,3,3,0,1,0,0,camdenhells-sean,camdenhells-jess,lostangels-sophie,rockets-malachi,lostangels-rob,hotshots-daniel,dropbears-mary,hotshots-marine,hotshots-sharad,hotshots-harrison
20191031-1845-hotshots-camdenhells,hotshots,0,63,1dd844ac-1de2-44e0-8092-5efcb5d9ad84,ThrowIn,hotshots-harrison,hotshots-sharad,TwoPointShotMade,TwoPointShotMade,False,hotshots-martin,2,2,0,False,4,4,0,1,0,0,dropbears-mary,hotshots-marine,hotshots-sharad,hotshots-harrison,hotshots-martin,camdenhells-jess,lostangels-sophie,rockets-malachi,lostangels-rob,
20191031-1845-hotshots-camdenhells,camdenhells,1,64,043c87de-046b-4bba-a03f-113a4d05677c,ThrowIn,lostangels-sophie,greenmachine-ahmed,TwoPointShotMade,TwoPointShotMade,False,camdenhells-jess,2,0,0,False,3,3,0,1,0,0,camdenhells-jess,lostangels-sophie,rockets-malachi,lostangels-rob,greenmachine-ahmed,hotshots-marine,hotshots-sharad,hotshots-harrison,hotshots-martin,
20191031-1845-hotshots-camdenhells,hotshots,0,65,6ce6b122-8781-4a33-a2fc-05149699d955,ThrowIn,hotshots-martin,hotshots-harrison,TwoPointShotMade,TwoPointShotMissed,False,hotshots-martin,0,2,0,False,2,2,0,1,0,0,hotshots-marine,hotshots-sharad,hotshots-harrison,hotshots-martin,hotshots-weronika,camdenhells-jess,lostangels-sophie,rockets-malachi,lostangels-rob,greenmachine-ahmed
20191031-1845-hotshots-camdenhells,camdenhells,1,66,e423c55a-13f4-418b-b234-57be252a0bc3,PlayerControl,greenmachine-ahmed,greenmachine-ahmed,TwoPointShotMissed,TwoPointShotMade,False,lostangels-rob,2,0,2,False,7,5,3,4,1,0,camdenhells-jess,lostangels-sophie,rockets-malachi,lostangels-rob,greenmachine-ahmed,hotshots-marine,hotshots-sharad,hotshots-harrison,hotshots-martin,hotshots-weronika
20191031-1845-hotshots-camdenhells,hotshots,0,67,49275455-81f2-44dd-aca9-c20773ac3a42,ThrowIn,hotshots-harrison,hotshots-sharad,TwoPointShotMade,TwoPointShotMissed,False,hotshots-marine,0,1,0,False,4,5,1,2,0,0,hotshots-marine,hotshots-sharad,hotshots-harrison,hotshots-martin,hotshots-weronika,camdenhells-jess,lostangels-sophie,rockets-malachi,lostangels-rob,greenmachine-ahmed
20191031-1845-hotshots-camdenhells,camdenhells,1,68,8ab449bb-1e8c-436f-b265-48a0cb74a93f,PlayerControl,lostangels-sophie,lostangels-sophie,TwoPointShotMissed,FreeThrowMissed,False,lostangels-rob,1,2,0,False,2,3,0,1,0,2,camdenhells-jess,lostangels-sophie,greenmachine-ahmed,camdenhells-sean,camdenhells-davidgalindo,hotshots-sharad,hotshots-harrison,hotshots-martin,hotshots-weronika,dropbears-mary
20191031-1845-hotshots-camdenhells,hotshots,0,69,7d9a89ed-27ec-4e0d-ace9-e48cc03ca224,PlayerControl,burritos-allen,burritos-allen,FreeThrowMissed,FreeThrowMade,False,hotshots-harrison,2,0,0,False,1,2,0,1,0,2,hotshots-harrison,hotshots-martin,hotshots-weronika,dropbears-mary,burritos-allen,camdenhells-jess,lostangels-sophie,camdenhells-davidgalindo,rockets-malachi,lions-alfie
20191031-1845-hotshots-camdenhells,camdenhells,1,70,cb29cf69-c688-4866-981d-3fdf8439425b,ThrowIn,lions-alfie,camdenhells-davidgalindo,FreeThrowMade,TwoPointShotMissed,False,rockets-malachi,0,0,0,False,4,3,0,1,0,0,camdenhells-jess,lostangels-sophie,camdenhells-davidgalindo,rockets-malachi,lions-alfie,hotshots-harrison,hotshots-martin,hotshots-weronika,dropbears-mary,burritos-allen
20191031-1845-hotshots-camdenhells,hotshots,0,71,30e73ccd-fe02-4c86-9e9c-bb7246160e63,PlayerControl,hotshots-harrison,hotshots-harrison,TwoPointShotMissed,FreeThrowMissed,False,hotshots-harrison,0,0,0,False,0,1,1,2,1,2,hotshots-harrison,hotshots-martin,hotshots-weronika,dropbears-mary,burritos-allen,camdenhells-jess,lostangels-sophie,camdenhells-davidgalindo,rockets-malachi,lions-alfie
20191031-1845-hotshots-camdenhells,camdenhells,1,72,1d400b07-272e-4d9b-8458-6535b7b3c69f,PlayerControl,camdenhells-davidgalindo,camdenhells-davidgalindo,FreeThrowMissed,Travel,True,lions-alfie,0,0,0,False,1,2,0,0,0,0,camdenhells-jess,lostangels-sophie,camdenhells-davidgalindo,rockets-malachi,lions-alfie,hotshots-harrison,hotshots-martin,hotshots-weronika,dropbears-mary,burritos-allen
20191031-1845-hotshots-camdenhells,hotshots,0,73,eb6d5c53-a5af-4252-8f70-bb45a085202d,ThrowIn,hotshots-weronika,burritos-allen,Travel,TwoPointShotMissed,False,hotshots-weronika,0,3,0,True,5,5,0,1,0,0,hotshots-weronika,dropbears-mary,burritos-allen,hotshots-sharad,hotshots-harrison,camdenhells-jess,lostangels-sophie,camdenhells-davidgalindo,rockets-malachi,lions-alfie
20191031-1845-hotshots-camdenhells,camdenhells,1,74,6ece3b23-4332-4840-bab5-3e6849853c07,PlayerControl,rockets-malachi,rockets-malachi,TwoPointShotMissed,FreeThrowMade,False,rockets-malachi,3,0,0,False,3,3,0,1,0,1,camdenhells-jess,lostangels-sophie,camdenhells-davidgalindo,rockets-malachi,lions-alfie,hotshots-weronika,dropbears-mary,burritos-allen,hotshots-sharad,hotshots-harrison
20191031-1845-hotshots-camdenhells,hotshots,0,75,200a6366-c374-4ac0-8459-22d20d874519,ThrowIn,hotshots-weronika,hotshots-harrison,FreeThrowMade,TwoPointShotMissed,False,hotshots-harrison,0,2,0,False,1,1,0,1,0,0,hotshots-weronika,dropbears-mary,hotshots-sharad,hotshots-harrison,hotshots-daniel,camdenhells-jess,lostangels-sophie,camdenhells-davidgalindo,rockets-malachi,lions-alfie
20191031-1845-hotshots-camdenhells,camdenhells,1,76,4ad9724f-3514-42cf-be99-192351c0ee68,PlayerControl,lions-alfie,lions-alfie,TwoPointShotMissed,TwoPointShotMade,False,camdenhells-davidgalindo,2,0,0,False,1,2,0,1,0,0,camdenhells-jess,lostangels-sophie,camdenhells-davidgalindo,rockets-malachi,lions-alfie,hotshots-weronika,dropbears-mary,hotshots-sharad,hotshots-harrison,hotshots-daniel
20191031-1845-hotshots-camdenhells,hotshots,0,77,ec9a34fc-082d-453f-b93e-98813b95b6c5,ThrowIn,hotshots-weronika,hotshots-sharad,TwoPointShotMade,BadPass,True,hotshots-sharad,0,2,0,False,1,1,0,0,0,0,hotshots-weronika,dropbears-mary,hotshots-sharad,hotshots-harrison,hotshots-daniel,camdenhells-jess,lostangels-sophie,camdenhells-davidgalindo,rockets-malachi,lions-alfie
20191031-1845-hotshots-camdenhells,camdenhells,1,78,f84c8008-008b-43e5-b380-136763dd592e,Steal,lions-alfie,lions-alfie,BadPass,TwoPointShotMade,False,lions-alfie,2,0,0,True,2,2,0,1,0,0,camdenhells-jess,lostangels-sophie,camdenhells-davidgalindo,rockets-malachi,lions-alfie,hotshots-weronika,dropbears-mary,hotshots-sharad,hotshots-harrison,hotshots-daniel
20191031-1845-hotshots-camdenhells,hotshots,0,79,657002ea-b4f5-4348-84a8-1d6e7253cf49,ThrowIn,hotshots-sharad,hotshots-harrison,TwoPointShotMade,ThreePointShotMissed,False,dropbears-mary,0,0,0,False,2,2,0,1,1,0,dropbears-mary,hotshots-sharad,hotshots-harrison,hotshots-daniel,hotshots-marine,camdenhells-jess,lostangels-sophie,camdenhells-davidgalindo,rockets-malachi,lions-alfie
20191031-1845-hotshots-camdenhells,camdenhells,1,80,23080ceb-99c7-4fde-a1a8-f84b0c9af1d1,PlayerControl,rockets-anna,rockets-anna,ThreePointShotMissed,DefensiveRebound,False,camdenhells-davidgalindo,0,0,0,False,2,3,1,1,0,0,lostangels-sophie,camdenhells-davidgalindo,rockets-malachi,lions-alfie,rockets-anna,dropbears-mary,hotshots-sharad,hotshots-harrison,hotshots-daniel,hotshots-marine
20191031-1845-hotshots-camdenhells,hotshots,0,81,d6f2c0ee-1b22-4180-846c-68aeab336d66,ThrowIn,hotshots-marine,hotshots-harrison,DefensiveRebound,ThreePointShotMissed,False,hotshots-sharad,0,2,0,False,2,2,0,1,1,0,dropbears-mary,hotshots-sharad,hotshots-harrison,hotshots-daniel,hotshots-marine,lostangels-sophie,camdenhells-davidgalindo,rockets-malachi,lions-alfie,rockets-anna
20191031-1845-hotshots-camdenhells,camdenhells,1,82,68c40860-cc43-48f8-98cb-ca0379e19e09,PlayerControl,lions-alfie,lions-alfie,ThreePointShotMissed,TwoPointShotMade,False,rockets-malachi,2,0,2,False,1,3,1,2,0,0,lostangels-sophie,camdenhells-davidgalindo,rockets-malachi,lions-alfie,rockets-anna,dropbears-mary,hotshots-sharad,hotshots-harrison,hotshots-daniel,hotshots-marine
20191031-1845-hotshots-camdenhells,hotshots,0,83,b5e3200b-59a6-4fc4-8569-e0315c1dc552,ThrowIn,hotshots-sharad,hotshots-harrison,TwoPointShotMade,Dribble,False,dropbears-mary,0,,0,False,2,2,0,0,0,0,dropbears-mary,hotshots-sharad,hotshots-harrison,hotshots-daniel,hotshots-marine,lostangels-sophie,camdenhells-davidgalindo,rockets-malachi,lions-alfie,camdenhells-jess
20191031-1930-greenmachine-burritos,greenmachine,0,1,,,greenmachine-victoria,greenmachine-victoria,,TwoPointShotMissed,False,greenmachine-alex,0,0,0,,1,2,0,1,0,0,greenmachine-alex,greenmachine-allison,greenmachine-victoria,greenmachine-basel,greenmachine-jayd,burritos-alex,burritos-allen,burritos-tom,burritos-sylwia,burritos-suzi
20191031-1930-greenmachine-burritos,burritos,1,2,5730ed10-cabe-417d-821e-439802f0b705,PlayerControl,burritos-tom,burritos-tom,TwoPointShotMissed,ThreePointShotMissed,False,burritos-allen,0,0,0,False,6,4,0,1,1,0,burritos-alex,burritos-allen,burritos-tom,burritos-sylwia,burritos-suzi,greenmachine-alex,greenmachine-allison,greenmachine-victoria,greenmachine-basel,greenmachine-jayd
20191031-1930-greenmachine-burritos,greenmachine,0,3,03926190-5cec-4722-bf42-9da938b1ceec,PlayerControl,greenmachine-alex,greenmachine-alex,ThreePointShotMissed,TwoPointShotMissed,False,greenmachine-basel,0,0,0,False,2,3,0,1,0,0,greenmachine-alex,greenmachine-allison,greenmachine-victoria,greenmachine-basel,greenmachine-jayd,burritos-alex,burritos-allen,burritos-tom,burritos-sylwia,burritos-suzi
20191031-1930-greenmachine-burritos,burritos,1,4,a5ceb9d1-2a0e-4e0c-b3f9-be889bd0472c,PlayerControl,burritos-tom,burritos-tom,TwoPointShotMissed,TwoPointShotMissed,False,burritos-alex,0,0,0,False,4,3,0,1,0,0,burritos-alex,burritos-allen,burritos-tom,burritos-sylwia,burritos-suzi,greenmachine-alex,greenmachine-allison,greenmachine-victoria,greenmachine-basel,greenmachine-jayd
20191031-1930-greenmachine-burritos,greenmachine,0,5,d318d137-da28-4d04-8c70-d61b76f35ab3,PlayerControl,greenmachine-alex,greenmachine-alex,TwoPointShotMissed,BadPass,True,greenmachine-victoria,0,0,0,False,3,3,0,0,0,0,greenmachine-alex,greenmachine-allison,greenmachine-victoria,greenmachine-basel,greenmachine-jayd,burritos-alex,burritos-allen,burritos-tom,burritos-sylwia,burritos-suzi
20191031-1930-greenmachine-burritos,burritos,1,6,f77cd49f-aa72-4086-9c13-27393eeeb14f,ThrowIn,burritos-tom,burritos-allen,BadPass,TwoPointShotMissed,False,burritos-suzi,0,0,0,True,6,4,0,1,0,0,burritos-alex,burritos-allen,burritos-tom,burritos-sylwia,burritos-suzi,greenmachine-alex,greenmachine-allison,greenmachine-victoria,greenmachine-basel,greenmachine-jayd
20191031-1930-greenmachine-burritos,greenmachine,0,7,ff98d602-26dd-4277-89a4-52be7ed72da2,PlayerControl,greenmachine-jayd,greenmachine-jayd,TwoPointShotMissed,BadPass,True,greenmachine-alex,0,0,0,False,5,5,0,0,0,0,greenmachine-alex,greenmachine-allison,greenmachine-victoria,greenmachine-basel,greenmachine-jayd,burritos-alex,burritos-allen,burritos-tom,burritos-sylwia,burritos-suzi
20191031-1930-greenmachine-burritos,burritos,1,8,cd70306e-4f6b-414c-bef5-5db02218260f,Steal,burritos-alex,burritos-alex,BadPass,BadPass,True,burritos-allen,0,0,0,True,1,2,0,0,0,0,burritos-alex,burritos-allen,burritos-tom,burritos-sylwia,burritos-suzi,greenmachine-alex,greenmachine-allison,greenmachine-victoria,greenmachine-basel,greenmachine-jayd
20191031-1930-greenmachine-burritos,greenmachine,0,9,4b8f99ee-3aaf-4679-b7c6-c81795c7fe32,ThrowIn,greenmachine-basel,greenmachine-jayd,BadPass,TwoPointShotMissed,False,greenmachine-alex,0,2,0,True,5,5,0,1,0,0,greenmachine-alex,greenmachine-allison,greenmachine-victoria,greenmachine-basel,greenmachine-jayd,burritos-alex,burritos-allen,burritos-tom,burritos-sylwia,burritos-suzi
20191031-1930-greenmachine-burritos,burritos,1,10,d3577f78-6559-4037-b978-afd7e72d9f64,PlayerControl,burritos-allen,burritos-allen,TwoPointShotMissed,TwoPointShotMade,False,burritos-sylwia,2,0,0,False,3,4,0,1,0,0,burritos-alex,burritos-allen,burritos-tom,burritos-sylwia,burritos-suzi,greenmachine-alex,greenmachine-allison,greenmachine-victoria,greenmachine-basel,greenmachine-jayd
20191031-1930-greenmachine-burritos,greenmachine,0,11,ef87c182-dcbc-4775-9655-0ab64febad8f,ThrowIn,greenmachine-alex,greenmachine-basel,TwoPointShotMade,TwoPointShotMissed,False,greenmachine-jayd,0,2,0,False,2,2,0,1,0,0,greenmachine-alex,greenmachine-allison,greenmachine-victoria,greenmachine-basel,greenmachine-jayd,burritos-alex,burritos-allen,burritos-tom,burritos-sylwia,burritos-suzi
20191031-1930-greenmachine-burritos,burritos,1,12,c0ef0944-e9d1-4618-9fcc-636388ae3c4d,PlayerControl,burritos-allen,burritos-allen,TwoPointShotMissed,TwoPointShotMade,False,burritos-alex,2,0,0,False,2,3,0,1,0,0,burritos-alex,burritos-allen,burritos-tom,burritos-sylwia,burritos-suzi,greenmachine-alex,greenmachine-allison,greenmachine-victoria,greenmachine-basel,greenmachine-jayd
20191031-1930-greenmachine-burritos,greenmachine,0,13,2b37a24f-d0a0-4224-b462-b5eb5c08f2fa,ThrowIn,greenmachine-jayd,greenmachine-basel,TwoPointShotMade,LostBall,True,greenmachine-alex,0,2,0,False,5,3,0,0,0,0,greenmachine-alex,greenmachine-allison,greenmachine-victoria,greenmachine-basel,greenmachine-jayd,burritos-alex,burritos-allen,burritos-tom,burritos-sylwia,burritos-suzi
20191031-1930-greenmachine-burritos,burritos,1,14,3b599951-3276-4b93-ae5b-bb0f9d440a44,Steal,burritos-allen,burritos-allen,LostBall,TwoPointShotMade,False,burritos-alex,2,0,0,True,2,3,0,1,0,0,burritos-alex,burritos-allen,burritos-tom,burritos-sylwia,burritos-suzi,greenmachine-alex,greenmachine-allison,greenmachine-victoria,greenmachine-basel,greenmachine-jayd
20191031-1930-greenmachine-burritos,greenmachine,0,15,a3f762c4-e932-4097-98fd-83a4d49f5541,ThrowIn,greenmachine-jayd,greenmachine-basel,TwoPointShotMade,BadPass,True,greenmachine-basel,0,2,0,False,1,1,0,0,0,0,greenmachine-alex,greenmachine-allison,greenmachine-victoria,greenmachine-basel,greenmachine-jayd,burritos-alex,burritos-allen,burritos-tom,burritos-sylwia,dropbears-mary
20191031-1930-greenmachine-burritos,burritos,1,16,d47126e4-f267-4252-9f5c-4f85b40e8624,Steal,burritos-wouter,burritos-wouter,BadPass,TwoPointShotMade,False,burritos-wouter,2,2,0,True,0,1,0,1,0,0,burritos-alex,burritos-allen,burritos-tom,burritos-sylwia,dropbears-mary,greenmachine-alex,greenmachine-allison,greenmachine-victoria,greenmachine-basel,greenmachine-jayd
20191031-1930-greenmachine-burritos,greenmachine,0,17,cd9c295e-252b-451d-a371-58b5cf6635bd,ThrowIn,greenmachine-basel,greenmachine-jayd,TwoPointShotMade,TwoPointShotMade,False,greenmachine-allison,2,2,0,False,2,2,0,1,0,0,greenmachine-alex,greenmachine-allison,greenmachine-victoria,greenmachine-basel,greenmachine-jayd,burritos-tom,burritos-sylwia,dropbears-mary,burritos-wouter,burritos-alex
20191031-1930-greenmachine-burritos,burritos,1,18,522e7c8c-bb09-4ae6-afc0-ba57ca43d0a9,ThrowIn,burritos-wouter,burritos-tom,TwoPointShotMade,TwoPointShotMade,False,burritos-alex,2,0,0,False,2,2,0,1,0,0,burritos-tom,burritos-sylwia,dropbears-mary,burritos-wouter,burritos-alex,greenmachine-alex,greenmachine-allison,greenmachine-victoria,greenmachine-basel,greenmachine-jayd
20191031-1930-greenmachine-burritos,greenmachine,0,19,b63800c6-2e9a-4642-bbd6-e576eadd1d91,ThrowIn,greenmachine-allison,greenmachine-jayd,TwoPointShotMade,TwoPointShotMissed,False,greenmachine-jayd,0,0,0,False,5,3,0,1,0,0,greenmachine-alex,greenmachine-allison,greenmachine-victoria,greenmachine-basel,greenmachine-jayd,burritos-sylwia,dropbears-mary,burritos-wouter,burritos-alex,burritos-stuart
20191031-1930-greenmachine-burritos,burritos,1,20,a568b8da-6c2f-4d0a-9b43-dd2a8b96b277,PlayerControl,burritos-alex,burritos-alex,TwoPointShotMissed,ThreePointShotMissed,False,burritos-stuart,0,0,0,False,3,3,0,1,1,0,burritos-sylwia,dropbears-mary,burritos-wouter,burritos-alex,burritos-stuart,greenmachine-alex,greenmachine-allison,greenmachine-victoria,greenmachine-basel,greenmachine-jayd
20191031-1930-greenmachine-burritos,greenmachine,0,21,9588bb71-e59b-4c40-b9e9-77b1b20ab75b,PlayerControl,greenmachine-jayd,greenmachine-jayd,ThreePointShotMissed,BadPass,True,greenmachine-alex,0,0,0,False,2,3,0,0,0,0,greenmachine-alex,greenmachine-allison,greenmachine-victoria,greenmachine-basel,greenmachine-jayd,burritos-sylwia,dropbears-mary,burritos-wouter,burritos-alex,burritos-stuart
20191031-1930-greenmachine-burritos,burritos,1,22,dbac24f0-d947-4d45-897d-18128b4c28ee,Steal,burritos-sylwia,burritos-sylwia,BadPass,TwoPointShotMissed,False,burritos-sylwia,0,0,0,True,3,3,0,1,0,0,burritos-sylwia,dropbears-mary,burritos-wouter,burritos-alex,burritos-stuart,greenmachine-alex,greenmachine-allison,greenmachine-victoria,greenmachine-basel,greenmachine-jayd
20191031-1930-greenmachine-burritos,greenmachine,0,23,9b6a82f6-5c4e-4c47-94c0-f0d0d77e7813,PlayerControl,greenmachine-basel,greenmachine-basel,TwoPointShotMissed,TwoPointShotMissed,False,greenmachine-basel,0,0,0,False,0,1,0,1,0,0,greenmachine-alex,greenmachine-allison,greenmachine-victoria,greenmachine-basel,greenmachine-jayd,burritos-sylwia,dropbears-mary,burritos-wouter,burritos-alex,burritos-stuart
20191031-1930-greenmachine-burritos,burritos,1,24,b52c0396-6a03-4c5b-bffe-3525ed08dfe7,PlayerControl,burritos-stuart,burritos-stuart,TwoPointShotMissed,LostBall,True,dropbears-mary,0,0,0,False,7,5,0,0,0,0,burritos-sylwia,dropbears-mary,burritos-wouter,burritos-alex,burritos-stuart,greenmachine-alex,greenmachine-allison,greenmachine-victoria,greenmachine-basel,greenmachine-jayd
20191031-1930-greenmachine-burritos,greenmachine,0,25,f6c3d352-9b0a-4e5d-bd91-7492d02b32d7,Steal,greenmachine-victoria,greenmachine-victoria,LostBall,BadPass,True,greenmachine-victoria,0,2,0,True,0,1,0,0,0,0,greenmachine-alex,greenmachine-allison,greenmachine-victoria,greenmachine-basel,greenmachine-jayd,burritos-sylwia,dropbears-mary,burritos-wouter,burritos-alex,burritos-stuart
20191031-1930-greenmachine-burritos,burritos,1,26,9ea6955f-443a-4369-a8be-4751423e05ba,Steal,burritos-wouter,burritos-wouter,BadPass,TwoPointShotMade,False,burritos-sylwia,2,0,0,True,1,2,0,1,0,0,burritos-sylwia,dropbears-mary,burritos-wouter,burritos-alex,burritos-stuart,greenmachine-alex,greenmachine-allison,greenmachine-victoria,greenmachine-basel,greenmachine-jayd
20191031-1930-greenmachine-burritos,greenmachine,0,27,243ef7ba-72ed-4953-99c2-9d86165d78a7,ThrowIn,greenmachine-alex,greenmachine-jayd,TwoPointShotMade,Travel,True,greenmachine-basel,0,3,0,False,2,2,0,0,0,0,greenmachine-alex,greenmachine-victoria,greenmachine-basel,greenmachine-jayd,saturdays-jo,burritos-sylwia,dropbears-mary,burritos-wouter,burritos-alex,burritos-stuart
20191031-1930-greenmachine-burritos,burritos,1,28,cd1194c7-d5ab-4abd-9d8b-de970f5e1b7f,ThrowIn,burritos-stuart,burritos-allen,Travel,ThreePointShotMade,False,dropbears-mary,3,0,0,True,3,3,0,1,1,0,burritos-sylwia,dropbears-mary,burritos-alex,burritos-stuart,burritos-allen,greenmachine-alex,greenmachine-victoria,greenmachine-basel,greenmachine-jayd,saturdays-jo
20191031-1930-greenmachine-burritos,greenmachine,0,29,2796b6b7-6239-4c77-b88d-a393840db874,ThrowIn,saturdays-jo,greenmachine-basel,ThreePointShotMade,DefensiveRebound,False,greenmachine-jayd,0,0,0,False,2,2,0,1,1,0,greenmachine-alex,greenmachine-victoria,greenmachine-basel,greenmachine-jayd,saturdays-jo,burritos-sylwia,dropbears-mary,burritos-allen,burritos-wouter,burritos-stuart
20191031-1930-greenmachine-burritos,burritos,1,30,a2e942d6-e0b1-4aaa-92d2-1cbabe5bfc8b,ThrowIn,burritos-stuart,burritos-allen,DefensiveRebound,ThreePointShotMissed,False,burritos-stuart,0,0,0,False,4,3,1,2,1,2,burritos-sylwia,dropbears-mary,burritos-allen,burritos-wouter,burritos-stuart,greenmachine-alex,greenmachine-victoria,greenmachine-basel,greenmachine-jayd,saturdays-jo
20191031-1930-greenmachine-burritos,greenmachine,0,31,876d0b0a-1fb6-4e0c-8ba7-d398b805bc8f,PlayerControl,greenmachine-jayd,greenmachine-jayd,ThreePointShotMissed,ThreePointShotMissed,False,greenmachine-ahmed,0,0,0,False,7,3,0,1,1,0,greenmachine-victoria,greenmachine-basel,greenmachine-jayd,saturdays-jo,greenmachine-ahmed,burritos-sylwia,dropbears-mary,burritos-allen,burritos-wouter,burritos-stuart
20191031-1930-greenmachine-burritos,burritos,1,32,e4690314-afc3-45ca-8b1b-de3931787050,PlayerControl,burritos-allen,burritos-allen,ThreePointShotMissed,TwoPointShotMissed,False,burritos-allen,0,0,0,False,5,4,0,1,0,0,burritos-sylwia,dropbears-mary,burritos-allen,burritos-wouter,burritos-stuart,greenmachine-victoria,greenmachine-basel,greenmachine-jayd,saturdays-jo,greenmachine-ahmed
20191031-1930-greenmachine-burritos,greenmachine,0,33,29ac10f6-0307-48a7-9ab1-eab7b2fc060b,PlayerControl,greenmachine-alex,greenmachine-alex,TwoPointShotMissed,TwoPointShotMissed,False,greenmachine-ahmed,0,0,0,False,4,3,0,1,0,0,greenmachine-victoria,greenmachine-jayd,saturdays-jo,greenmachine-ahmed,greenmachine-alex,burritos-sylwia,dropbears-mary,burritos-wouter,burritos-stuart,burritos-tom
20191031-1930-greenmachine-burritos,burritos,1,34,224b6f3e-8398-4d66-8c3e-5f3e72657d59,PlayerControl,burritos-stuart,burritos-stuart,TwoPointShotMissed,BadPass,True,burritos-wouter,0,0,0,False,2,4,1,1,0,0,burritos-sylwia,dropbears-mary,burritos-wouter,burritos-stuart,burritos-tom,greenmachine-victoria,greenmachine-jayd,saturdays-jo,greenmachine-ahmed,greenmachine-alex
20191031-1930-greenmachine-burritos,greenmachine,0,35,7e0aacbb-9de9-4f0b-9cf8-dd500b7a70c5,ThrowIn,greenmachine-ahmed,greenmachine-jayd,BadPass,BadPass,True,greenmachine-alex,0,0,0,True,4,4,1,1,0,0,greenmachine-victoria,greenmachine-jayd,saturdays-jo,greenmachine-ahmed,greenmachine-alex,burritos-sylwia,dropbears-mary,burritos-wouter,burritos-stuart,burritos-tom
20191031-1930-greenmachine-burritos,burritos,1,36,17213983-3f78-421f-af4c-ba6a231d5252,Steal,burritos-stuart,burritos-stuart,BadPass,BadPass,True,burritos-stuart,0,0,0,True,2,2,0,0,0,0,burritos-sylwia,dropbears-mary,burritos-wouter,burritos-stuart,burritos-tom,greenmachine-victoria,greenmachine-jayd,saturdays-jo,greenmachine-ahmed,greenmachine-alex
20191031-1930-greenmachine-burritos,greenmachine,0,37,11162cdf-f51b-4df7-9a91-86b97e4703b9,Steal,greenmachine-ahmed,greenmachine-ahmed,BadPass,BadPass,True,greenmachine-alex,0,0,0,True,3,3,0,0,0,0,greenmachine-victoria,greenmachine-jayd,saturdays-jo,greenmachine-ahmed,greenmachine-alex,burritos-sylwia,dropbears-mary,burritos-wouter,burritos-stuart,burritos-tom
20191031-1930-greenmachine-burritos,burritos,1,38,cd8a1dea-a4e1-47e5-8116-f651e001a917,Steal,burritos-sylwia,burritos-sylwia,BadPass,TwoPointShotMissed,False,burritos-suzi,0,2,0,True,6,5,0,1,0,0,burritos-sylwia,dropbears-mary,burritos-wouter,burritos-stuart,burritos-tom,greenmachine-victoria,greenmachine-jayd,saturdays-jo,greenmachine-ahmed,greenmachine-alex
20191031-1930-greenmachine-burritos,greenmachine,0,39,33b9ac63-8b2f-4dff-96f3-41e244dc4f76,PlayerControl,greenmachine-ahmed,greenmachine-ahmed,TwoPointShotMissed,TwoPointShotMade,False,greenmachine-alex,2,0,2,False,3,4,1,2,1,0,greenmachine-victoria,greenmachine-jayd,saturdays-jo,greenmachine-ahmed,greenmachine-alex,burritos-wouter,burritos-stuart,burritos-tom,burritos-suzi,burritos-sylwia
20191031-1930-greenmachine-burritos,burritos,1,40,f238bfd0-ed53-4c32-8014-b3a2a9c49b66,ThrowIn,burritos-wouter,burritos-tom,TwoPointShotMade,TwoPointShotMissed,False,burritos-sylwia,0,0,0,False,4,4,0,1,0,0,burritos-wouter,burritos-stuart,burritos-tom,burritos-suzi,burritos-sylwia,greenmachine-victoria,greenmachine-jayd,saturdays-jo,greenmachine-ahmed,greenmachine-alex
20191031-1930-greenmachine-burritos,greenmachine,0,41,56a2ee21-fc7e-4458-9a34-aa590641b014,PlayerControl,greenmachine-victoria,greenmachine-victoria,TwoPointShotMissed,TwoPointShotMissed,False,greenmachine-allison,0,0,0,False,3,4,0,1,0,0,greenmachine-victoria,saturdays-jo,greenmachine-ahmed,greenmachine-alex,greenmachine-basel,burritos-wouter,burritos-stuart,burritos-tom,burritos-suzi,burritos-sylwia
